,92/98nat,94/98nat,95/98nat,96/98nat,97/98nat,98/98nat,100/98nat,92/98mix,94/98mix,95/98mix,96/98mix,97/98mix,98/98mix,100/98mix,fspk,alpha,beta,d92/98Mo,d94/98Mo,d95/98Mo,d96/98Mo,d97/98Mo,d98/98Mo,d100/98Mo
0,0.6100545866358694,0.38555062858838923,0.6548006430098472,0.6856699768345521,0.3928443993737496,1.0,0.3957578197519543,0.10537712852195091,0.5591453214919659,0.1281607942245955,0.13801317921540984,0.08726287567883767,1.0,0.0976788415854276,0.6068882206914942,-0.0005661521616886643,2.0529470643610717,0.035796562001255694,0.023618571572736613,0.01761686644763394,0.011689427259042873,0.0058088318102278436,0.0,-0.011460353906644904
1,0.6101146906321266,0.38557569105115186,0.6548323915804045,0.6856920361752545,0.39285067983141475,1.0,0.395745337214211,0.10537089089109365,0.5590636372942456,0.1281490155162676,0.13802383905244614,0.08726843729853016,1.0,0.09769316838462302,0.6068605605494503,-0.002124315150158358,2.0545213901242896,0.13432241376998277,0.08862444328916474,0.06610357794767374,0.043861754047025414,0.021796062778189906,0.0,-0.043000841715046256
2,0.6099507027890987,0.3855073086054425,0.6547457649820186,0.6856318459822046,0.3928335429979839,1.0,0.3957793984194781,0.10535370305136237,0.5590750937400154,0.12814957682748396,0.13801972267487664,0.08726217818247459,1.0,0.09767492689173717,0.6068931132354862,0.0021273413341230908,2.0547109875755316,-0.13449568353063324,-0.08874282247151033,-0.0661933667788217,-0.043922309237554025,-0.021826636191546456,0.0,0.04306395148345743
3,0.6101541522606021,0.385592145500148,0.6548532354253651,0.6857065185679081,0.39285480302058623,1.0,0.3957371426142017,0.10535060100512762,0.5590127409553426,0.12813008837439901,0.1379906914307538,0.08726344985281521,1.0,0.09769487582049229,0.6068845068847759,-0.0031472526548533054,2.055616565964835,0.19901013505019272,0.1313032418868154,0.09793649134848259,0.06498352171036004,0.032291854824562094,0.0,-0.0637067019338966
4,0.6101859350313289,0.3856053978065848,0.6548700227585023,0.6857181823660324,0.3928581237139291,1.0,0.39573054311412204,0.10535279788359234,0.5590285145003207,0.12813955782603334,0.13800706228553902,0.08726073525343968,1.0,0.09770104938174877,0.6068724524413698,-0.003971088146906295,2.055127125348015,0.2511102407407595,0.16567646930409907,0.12357426225872992,0.0819945253440757,0.04074485208627188,0.0,-0.08038211330330114
5,0.6100730786383229,0.3855583395648424,0.6548104111592149,0.6856767639165522,0.3928463317170847,1.0,0.39575397911696486,0.10536489720935432,0.559029997923626,0.12815218062456887,0.13798268143931777,0.08725468641541557,1.0,0.09769757581817758,0.6068805041112803,-0.0010455634862979557,2.0552576089436414,0.0661096926763971,0.04361895026150364,0.032534874785161705,0.02158801049367831,0.010727712066227468,0.0,-0.021164750845126257
6,0.6098850947247916,0.3854799484849478,0.6547111042013002,0.6856077621080179,0.39282668583272956,1.0,0.39579302897267443,0.10534986965781329,0.5590399024078931,0.12815247790282938,0.137980965515205,0.08727131341928177,1.0,0.09767706827741385,0.6068957416414967,0.0038286592351913264,2.055542091267835,-0.24204411327377606,-0.1597082539165351,-0.11912763265475856,-0.07904730599561649,-0.03928190626134587,0.0,0.07750520900273727
7,0.6098114907924514,0.385449252705853,0.6546722169446708,0.6855807409770329,0.39281899222691075,1.0,0.39580832302987706,0.10535304236505816,0.5589900791408802,0.128152121726191,0.1379900325392861,0.08726565950869371,1.0,0.09767916790981616,0.606884868410284,0.005737540127146566,2.056715285866489,-0.3626998196979425,-0.2393255643529102,-0.17851661175261047,-0.11845612913130577,-0.05886637920260451,0.0,0.11614975666307537
8,0.6101300034846245,0.3855820761461537,0.6548404799929605,0.6856976560573184,0.392852279837212,1.0,0.39574215726486783,0.1053711690602187,0.55912934159091,0.12814910852350775,0.13799069054199697,0.08726653815412856,1.0,0.09768199327368247,0.6068962976310938,-0.002521267879142527,2.0531882216191204,0.15942410299718546,0.10518581120089188,0.07845627664271326,0.05205804081320764,0.025868960581876266,0.0,-0.051035838728674676
9,0.6099983228015656,0.38552716665418774,0.6547709214780211,0.6856493255819225,0.3928385197170644,1.0,0.39576950622728024,0.10535523634358031,0.559047456199535,0.12815039582014848,0.1380050348708645,0.0872604085537509,1.0,0.09768557561489952,0.6068856032570281,0.000892595864883495,2.055124242663068,-0.05643428026791408,-0.03723592223203731,-0.027774132696500864,-0.01842928105355579,-0.00915813946011923,0.0,0.018068668165893698
10,0.6099184088093598,0.38549384137428505,0.654728704289294,0.6856199914968052,0.39283016780178204,1.0,0.3957861074870752,0.10533345662498333,0.5589609472760391,0.12812760473945434,0.1379749621341556,0.0872696195410544,1.0,0.09767980702956809,0.6069005840514407,0.002964750971431367,2.057266462046912,-0.18743379179153585,-0.12367351181707953,-0.09224861498713377,-0.0612114197018343,-0.030418373309859525,0.0,0.060016214645353116
11,0.609976862677501,0.38551821762081107,0.6547595847391566,0.6856414484533349,0.39283627698160856,1.0,0.39577396405186405,0.10534964837915399,0.5589948233200461,0.12814350484268502,0.13799170201869693,0.08727155093600254,1.0,0.09768924554851033,0.6068760583638159,0.0014490262684795383,2.056286079607863,-0.09161292285742029,-0.06044751644684876,-0.045087705465962635,-0.02991763687032467,-0.01486713897014269,0.0,0.029332560559369725
12,0.6099781303798084,0.38551874626519855,0.6547602544338322,0.6856419137798804,0.3928364094673447,1.0,0.3957737007114482,0.10533144220624313,0.5589733503479214,0.1281332574031021,0.13797992658429964,0.08726463314271524,1.0,0.097686981744383,0.6068968695486134,0.0014161560120056205,2.0568109018934924,-0.08953483392137862,-0.05907634276924867,-0.0440649415442973,-0.02923898387297008,-0.014529889652226124,0.0,0.028667160193895924
13,0.610067711615701,0.3855561015793286,0.654807576117831,0.6856747940834397,0.39284577088885847,1.0,0.3957550937870608,0.10534595305281264,0.5590091324754144,0.1281446797078433,0.1380095566161655,0.08726972546922195,1.0,0.09769629043736516,0.6068673197918325,-0.0009064231334371246,2.055759216262921,0.05731176727663545,0.03781416560832973,0.028205173281836693,0.018715117986678464,0.009300094707009876,0.0,-0.0183482371445276
